F         RC        PS
         2       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         1       8.8     0.130
         2       8.8     0.130
         2       8.8     0.130
         1       8.8     0.140
         1       8.8     0.140
         2       8.8     0.140
         2       8.8     0.140
         2       8.8     0.140
         2       8.8     0.140
         1       8.8     0.140
         1       8.8     0.140
         1       8.8     0.140
         2       8.8     0.140
         1       8.8     0.150
         2       8.8     0.150
         1       8.8     0.150
         1       8.8     0.150
         1       8.8     0.150
         1       8.8     0.150
         2       8.8     0.150
         1       8.8     0.150
         2       8.8     0.150
         2       8.8     0.150
         2       8.8     0.150
         1       8.8     0.160
         1       8.8     0.160
         2       8.8     0.160
         2       8.8     0.160
         2       8.8     0.160
         1       8.8     0.160
         1       8.8     0.160
         2       8.8     0.160
         2       8.8     0.160
         2       8.8     0.160
         1       8.8     0.160
         1       8.8     0.160
         1       8.8     0.160
         1       8.8     0.160
         1       8.8     0.160
         1       8.8     0.160
         1       8.8     0.170
         1       8.8     0.170
         2       8.8     0.170
         2       8.8     0.170
         1       8.8     0.170
         1       8.8     0.170
         2       8.8     0.170
         1       8.8     0.170
         2       8.8     0.170
         2       8.8     0.170
         1       8.8     0.170
         1       8.8     0.170
         1       8.8     0.170
         2       8.8     0.170
         2       8.8     0.170
         1       8.8     0.180
         2       8.8     0.180
         1       8.8     0.180
         1       8.8     0.180
         1       8.8     0.180
         1       8.8     0.180
         2       8.8     0.180
         1       8.8     0.180
         1       8.8     0.180
         2       8.8     0.180
         1       8.8     0.190
         1       8.8     0.190
         1       8.8     0.190
         1       8.8     0.190
         2       8.8     0.200
         2       8.8     0.200
         2       8.8     0.200
         1       8.8     0.200
         2       8.8     0.200
         1       8.8     0.210
         1       8.8     0.210
         1       8.8     0.220
         1       8.9     0.060
         2       8.9     0.110
         1       8.9     0.120
         1       8.9     0.120
         2       8.9     0.120
         2       8.9     0.130
         1       8.9     0.130
         2       8.9     0.130
         2       8.9     0.130
         1       8.9     0.130
         1       8.9     0.130
         2       8.9     0.130
         1       8.9     0.130
         1       8.9     0.140
         1       8.9     0.140
         1       8.9     0.140
         2       8.9     0.140
         2       8.9     0.140
         2       8.9     0.140
         1       8.9     0.140
         1       8.9     0.140
         2       8.9     0.140
         2       8.9     0.140
         1       8.9     0.140
         1       8.9     0.140
         1       8.9     0.140
         2       8.9     0.140
         2       8.9     0.140
         1       8.9     0.150
         1       8.9     0.150
         2       8.9     0.150
         2       8.9     0.150
         2       8.9     0.150
         1       8.9     0.150
         1       8.9     0.150
         2       8.9     0.160
         2       8.9     0.160
         2       8.9     0.160
         1       8.9     0.160
         2       8.9     0.160
         2       8.9     0.160
         2       8.9     0.160
         2       8.9     0.160
         2       8.9     0.160
         2       8.9     0.160
         2       8.9     0.170
         1       8.9     0.170
